,ExpressId,GlobalId,Class,PredefinedType,Name,Level,Type,Pset_ReinforcementBarPitchOfWall.Reference,Pset_StairFlightCommon.NumberOfTreads,Pset_StairCommon.Reference,Pset_StairCommon.NumberOfRiser,Pset_ColumnCommon.LoadBearing,Pset_ReinforcementBarCountOfIndependentFooting.Reference,Pset_BeamCommon.Reference,Pset_RoofCommon.IsExternal,Pset_WallCommon.Reference,Pset_ReinforcementBarPitchOfContinuousFooting.Reference,Pset_StairCommon.NumberOfTreads,Pset_RoofCommon.Reference,BaseQuantities.GrossFootprintArea,Pset_StairFlightCommon.TreadLengthAtOffset,BaseQuantities.CrossSectionArea,Pset_SlabCommon.IsExternal,Pset_StairFlightCommon.TreadLength,Pset_StairCommon.RiserHeight,Pset_RoofCommon.TotalArea,Pset_WallCommon.LoadBearing,BaseQuantities.NetSurfaceArea,BaseQuantities.GrossArea,BaseQuantities.Width,Pset_SlabCommon.ThermalTransmittance,Pset_StairFlightCommon.WalkingLineOffset,Pset_StairFlightCommon.NumberOfRiser,Pset_BeamCommon.Span,Pset_RoofCommon.ProjectedArea,Pset_SlabCommon.Reference,Pset_BeamCommon.LoadBearing,Pset_BeamCommon.Slope,Pset_StairFlightCommon.RiserHeight,BaseQuantities.Length,Pset_ColumnCommon.Slope,BaseQuantities.Perimeter,Pset_StairFlightCommon.Reference,Pset_StairFlightCommon.NosingLength,Pset_WallCommon.IsExternal,Pset_ColumnCommon.Reference,BaseQuantities.NetSideArea,Pset_WallCommon.ExtendToStructure,Pset_BeamCommon.IsExternal,Pset_StairFlightCommon.TreadLengthAtInnerSide,Pset_StairCommon.TreadLength,BaseQuantities.Height,Pset_ReinforcementBarPitchOfColumn.Reference,BaseQuantities.GrossSurfaceArea,BaseQuantities.GrossSideArea,Pset_ReinforcementBarPitchOfBeam.Reference,Pset_StairCommon.IsExternal,Pset_QuantityTakeOff.Reference,BaseQuantities.NetArea,Pset_SlabCommon.PitchAngle,BaseQuantities.NetVolume,Pset_ReinforcementBarPitchOfSlab.Reference,Pset_WallCommon.ThermalTransmittance,BaseQuantities.OuterSurfaceArea,Pset_SlabCommon.LoadBearing,BaseQuantities.GrossVolume,Pset_ColumnCommon.IsExternal
0,465,3SmsC8TbTCKPAIQBzPn3Nj,IfcColumn,COLUMN,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm:388184,Nivel -1,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,True,,,,,,,,,,11.0925011331174,,,,,,,,,,,,,,,,,,,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,5.42575124642951,,,,,,False
1,636,3SmsC8TbTCKPAIQBzPn3NV,IfcColumn,COLUMN,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm:388202,Nivel -1,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,True,,,,,,,,,,11.1099999999994,,,,,,,,,,,,,,,,,,,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,5.43625056655867,,,,,,False
2,786,3SmsC8TbTCKPAIQBzPn3N9,IfcColumn,COLUMN,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm:388220,Nivel 1,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,True,,,,,,,,,,17.489,,,,,,,,,,,,,,,,,,,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,8.95289999999999,,,,,,False
3,847,1bL0yc6Fj8ZxOTWJUb9l4r,IfcColumn,COLUMN,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm:390029,Nivel -1,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,True,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,4.49999999999971,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,5.44499999999964,,,19.7999999999987,,5.44499999999964,False
4,1107,1bL0yc6Fj8ZxOTWJUb9lRp,IfcColumn,COLUMN,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm:390219,Nivel 1,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,True,,,,,,,,,,18.8168136893556,,,,,,,,,,,,,,,,,,,0.0,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,7.74912744353865,,,,,,False
5,1264,1bL0yc6Fj8ZxOTWJUb9lKX,IfcColumn,COLUMN,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm:391065,Nivel -1,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,True,,,,,,,,,,11.1099999999994,,,,,,,,,,,,,,,,,,,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,5.43975007072251,,,,,,False
6,1325,1bL0yc6Fj8ZxOTWJUb9lLn,IfcColumn,COLUMN,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm:391113,Nivel 1,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,True,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,7.4,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,8.954,,,32.56,,8.954,False
7,1475,1bL0yc6Fj8ZxOTWJUb9lLZ,IfcColumn,COLUMN,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm:391131,Nivel 1,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,True,,,,,,,,,,12.8525,,,,,,,,,,,,,,,,,,,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,6.39375,,,,,,False
8,1622,1bL0yc6Fj8ZxOTWJUb9lhF,IfcColumn,COLUMN,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm:391287,Nivel 1,Hormigón-Rectangular-Pilar:Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,True,,,,,,,,,,14.6125,,,,,,,,,,,,,,,,,,,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,,,Vol Camara decantadora 1000 x 1000 x  1000 mm,,,7.36175,,,,,,False
9,1677,2wdYsMRfj0qerhN39IUqdv,IfcSlab,BASESLAB,M_Zapata-Rectangular:1800 x 1200 x 600mm:392004,Nivel -1,M_Zapata-Rectangular:1800 x 1200 x 600mm,,,,,,,,,,,,,,,,False,,,,,,2.16,0.6,,,,,,1800 x 1200 x 600mm,,,,,,6.0,,,,,,,,,,,,,,,,1800 x 1200 x 600mm,2.16,,1.296,1800 x 1200 x 600mm,,,,1.296,
10,1745,2wdYsMRfj0qerhN39IUqxi,IfcSlab,BASESLAB,M_Zapata-Rectangular:1800 x 1200 x 600mm:392273,Nivel -1,M_Zapata-Rectangular:1800 x 1200 x 600mm,,,,,,,,,,,,,,,,False,,,,,,2.16,0.6,,,,,,1800 x 1200 x 600mm,,,,,,6.0,,,,,,,,,,,,,,,,1800 x 1200 x 600mm,2.16,0.0,1.296,1800 x 1200 x 600mm,,,,1.296,
11,1800,2wdYsMRfj0qerhN39IUqpM,IfcSlab,BASESLAB,M_Zapata-Rectangular:1800 x 1200 x 600mm:392811,Nivel -1,M_Zapata-Rectangular:1800 x 1200 x 600mm,,,,,,,,,,,,,,,,False,,,,,,2.16,0.6,,,,,,1800 x 1200 x 600mm,,,,,,6.0,,,,,,,,,,,,,,,,1800 x 1200 x 600mm,2.16,0.0,1.296,1800 x 1200 x 600mm,,,,1.296,
12,1854,2wdYsMRfj0qerhN39IUqmi,IfcSlab,BASESLAB,M_Zapata-Rectangular:1800 x 1200 x 600mm:392849,Nivel -1,M_Zapata-Rectangular:1800 x 1200 x 600mm,,,,,,,,,,,,,,,,False,,,,,,2.16,0.6,,,,,,1800 x 1200 x 600mm,,,,,,6.0,,,,,,,,,,,,,,,,1800 x 1200 x 600mm,2.16,0.0,1.296,1800 x 1200 x 600mm,,,,1.296,
13,1908,2wdYsMRfj0qerhN39IUqte,IfcSlab,BASESLAB,M_Zapata-Rectangular:1100 x 1700 x 600mm:393045,Nivel -1,M_Zapata-Rectangular:1100 x 1700 x 600mm,,,,,,,,,,,,,,,,False,,,,,,1.87,0.6,,,,,,1100 x 1700 x 600mm,,,,,,5.60000000000001,,,,,,,,,,,,,,,,1100 x 1700 x 600mm,1.87,0.0,1.122,1100 x 1700 x 600mm,,,,1.122,
14,1963,2wdYsMRfj0qerhN39IUqrq,IfcSlab,BASESLAB,M_Zapata-Rectangular:1100 x 1700 x 600mm:393161,Nivel -1,M_Zapata-Rectangular:1100 x 1700 x 600mm,,,,,,,,,,,,,,,,False,,,,,,1.87,0.6,,,,,,1100 x 1700 x 600mm,,,,,,5.60000000000001,,,,,,,,,,,,,,,,1100 x 1700 x 600mm,1.87,0.0,1.122,1100 x 1700 x 600mm,,,,1.122,
15,2017,2wdYsMRfj0qerhN39IUqrl,IfcSlab,BASESLAB,M_Zapata-Rectangular:1100 x 1700 x 600mm:393170,Nivel -1,M_Zapata-Rectangular:1100 x 1700 x 600mm,,,,,,,,,,,,,,,,False,,,,,,1.87,0.6,,,,,,1100 x 1700 x 600mm,,,,,,5.60000000000001,,,,,,,,,,,,,,,,1100 x 1700 x 600mm,1.87,,1.122,1100 x 1700 x 600mm,,,,1.122,
16,2071,2wdYsMRfj0qerhN39IUqr9,IfcSlab,BASESLAB,M_Zapata-Rectangular:1100 x 1700 x 600mm:393204,Nivel -1,M_Zapata-Rectangular:1100 x 1700 x 600mm,,,,,,,,,,,,,,,,False,,,,,,1.87,0.6,,,,,,1100 x 1700 x 600mm,,,,,,5.6,,,,,,,,,,,,,,,,1100 x 1700 x 600mm,1.87,0.0,1.122,1100 x 1700 x 600mm,,,,1.122,
17,2125,2wdYsMRfj0qerhN39IUBFU,IfcSlab,BASESLAB,M_Zapata-Rectangular:1900 x 1400 x 600mm:393571,Nivel -1,M_Zapata-Rectangular:1900 x 1400 x 600mm,,,,,,,,,,,,,,,,False,,,,,,2.65999999999999,0.6,,,,,,1900 x 1400 x 600mm,,,,,,6.59999999999999,,,,,,,,,,,,,,,,1900 x 1400 x 600mm,2.66,0.0,1.596,1900 x 1400 x 600mm,,,,1.596,
18,2179,2wdYsMRfj0qerhN39IUBDQ,IfcSlab,BASESLAB,M_Zapata-Rectangular:1900 x 1400 x 600mm:393703,Nivel -1,M_Zapata-Rectangular:1900 x 1400 x 600mm,,,,,,,,,,,,,,,,False,,,,,,2.65999999999999,0.6,,,,,,1900 x 1400 x 600mm,,,,,,6.59999999999999,,,,,,,,,,,,,,,,1900 x 1400 x 600mm,2.66,,1.596,1900 x 1400 x 600mm,,,,1.596,
19,2232,2wdYsMRfj0qerhN39IUBDF,IfcSlab,BASESLAB,M_Zapata-Rectangular:1900 x 1400 x 600mm:393714,Nivel -1,M_Zapata-Rectangular:1900 x 1400 x 600mm,,,,,,,,,,,,,,,,False,,,,,,2.66,0.6,,,,,,1900 x 1400 x 600mm,,,,,,6.6,,,,,,,,,,,,,,,,1900 x 1400 x 600mm,2.66,,1.596,1900 x 1400 x 600mm,,,,1.596,
20,2299,0okpVmLRz73Bu45QMxLXFz,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:396563,REF FUND.,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.510000000000001,,,,,,,True,,,0.3,,,,,,,,,,1.7,,,,,False,,5.09999999999999,False,,,,2.99999999999999,,,5.09999999999999,,,M.H.A 300 mm,,,1.53,,3.48666666666667,,,1.53,
21,2384,0okpVmLRz73Bu45QMxLX2j,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:396867,REF FUND.,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.236999999999994,,,,,,,True,,,0.2,,,,,,,,,,1.18499999999998,,,,,False,,5.21399999999991,False,,,,4.39999999999999,,,5.21399999999991,,,M.H.A 200 mm,,,1.04279999999999,,5.23,,,1.04279999999998,
22,2454,0okpVmLRz73Bu45QMxLWvk,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 250 mm:397440,REF FUND.,Muro básico:M.H.A 250 mm,M.H.A 250 mm,,,,,,,,M.H.A 250 mm,,,,0.275000000000002,,,,,,,True,,,0.25,,,,,,,,,,1.10000000000001,,,,,False,,4.84000000000003,False,,,,4.39999999999999,,,4.84000000000003,,,M.H.A 250 mm,,,1.21000000000001,,4.184,,,1.21000000000001,
23,2524,0okpVmLRz73Bu45QMxLWry,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:398226,REF FUND.,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.18,,,,,,,True,,,0.2,,,,,,,,,,0.899999999999999,,,,,False,,2.69999999999999,False,,,,2.99999999999999,,,2.69999999999999,,,M.H.A 200 mm,,,0.539999999999997,,5.23,,,0.539999999999997,
24,2583,0okpVmLRz73Bu45QMxLWl0,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:398638,REF FUND.,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,1.61400000000004,,,,,,,True,,,0.3,,,,,,,,,,5.3800000000001,,,,,False,,15.538232998241,False,,,,2.99999999999999,,,15.538232998241,,,M.H.A 300 mm,,,4.66146989947229,,3.48666666666667,,,4.66146989947231,
25,2684,0okpVmLRz73Bu45QMxLZzR,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 350 mm:401845,REF FUND.,Muro básico:M.H.A 350 mm,M.H.A 350 mm,,,,,,,,M.H.A 350 mm,,,,0.72450000000002,,,,,,,True,,,0.35,,,,,,,,,,2.07000000000005,,,,,False,,9.10800000000021,False,,,,4.39999999999999,,,9.10800000000021,,,M.H.A 350 mm,,,3.18780000000007,,2.98857142857143,,,3.18780000000007,
26,2757,0okpVmLRz73Bu45QMxLZi_,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:402896,REF FUND.,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.21,,,,,,,True,,,0.3,,,,,,,,,,0.700000000000002,,,,,False,,1.11999999999979,False,,,,1.5999999999997,,,1.11999999999979,,,M.H.A 300 mm,,,0.335999999999937,,3.48666666666667,,,0.335999999999937,
27,2816,0okpVmLRz73Bu45QMxLZWw,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 400 mm:403156,REF FUND.,Muro básico:M.H.A 400 mm,M.H.A 400 mm,,,,,,,,M.H.A 400 mm,,,,0.708000000000009,,,,,,,True,,,0.4,,,,,,,,,,1.87000000000003,,,,,False,,3.20199999999951,False,,,,1.7999999999997,,,3.20199999999951,,,M.H.A 400 mm,,,1.2807999999998,,2.615,,,1.2807999999998,
28,2886,0okpVmLRz73Bu45QMxLZOp,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 400 mm:403677,REF FUND.,Muro básico:M.H.A 400 mm,M.H.A 400 mm,,,,,,,,M.H.A 400 mm,,,,0.352000000000034,,,,,,,True,,,0.4,,,,,,,,,,0.880000000000094,,,,,False,,3.8720000000004,False,,,,4.39999999999999,,,3.8720000000004,,,M.H.A 400 mm,,,1.54880000000016,,2.615,,,1.54880000000016,
29,2945,0okpVmLRz73Bu45QMxLZTN,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 600 mm:403897,REF FUND.,Muro básico:M.H.A 600 mm,M.H.A 600 mm,,,,,,,,M.H.A 600 mm,,,,0.497999999999999,,,,,,,True,,,0.6,,,,,,,,,,0.829999999999998,,,,,False,,3.65199999999998,False,,,,4.39999999999999,,,3.65199999999998,,,M.H.A 600 mm,,,2.19119999999998,,1.74333333333333,,,2.19119999999999,
30,3018,0okpVmLRz73Bu45QMxLZGX,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 600 mm:404175,REF FUND.,Muro básico:M.H.A 600 mm,M.H.A 600 mm,,,,,,,,M.H.A 600 mm,,,,0.498000000000006,,,,,,,True,,,0.6,,,,,,,,,,0.830000000000011,,,,,False,,3.65200000000004,False,,,,4.39999999999999,,,3.65200000000004,,,M.H.A 600 mm,,,2.19120000000002,,1.74333333333333,,,2.19120000000002,
31,3077,0okpVmLRz73Bu45QMxLZMn,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 400 mm:404319,REF FUND.,Muro básico:M.H.A 400 mm,M.H.A 400 mm,,,,,,,,M.H.A 400 mm,,,,0.159999999999998,,,,,,,True,,,0.4,,,,,,,,,,0.4,,,,,False,,1.76,False,,,,4.39999999999999,,,1.76,,,M.H.A 400 mm,,,0.703999999999998,,2.615,,,0.703999999999998,
32,3136,0okpVmLRz73Bu45QMxLZAk,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 250 mm:404544,REF FUND.,Muro básico:M.H.A 250 mm,M.H.A 250 mm,,,,,,,,M.H.A 250 mm,,,,0.200000000000013,,,,,,,True,,,0.25,,,,,,,,,,0.800000000000053,,,,,False,,2.40000000000015,False,,,,2.99999999999999,,,2.40000000000015,,,M.H.A 250 mm,,,0.600000000000036,,4.184,,,0.600000000000037,
33,3195,0okpVmLRz73Bu45QMxLZFQ,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:404788,REF FUND.,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.159999999999998,,,,,,,True,,,0.2,,,,,,,,,,0.799999999999992,,,,,False,,2.39999999999997,False,,,,2.99999999999999,,,2.39999999999997,,,M.H.A 200 mm,,,0.479999999999993,,5.23,,,0.479999999999993,
34,3254,0okpVmLRz73Bu45QMxLZCE,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:404960,REF FUND.,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.159999999999998,,,,,,,True,,,0.2,,,,,,,,,,0.800000000000001,,,,,False,,2.39999999999999,False,,,,2.99999999999999,,,2.39999999999999,,,M.H.A 200 mm,,,0.48,,5.23,,,0.479999999999998,
35,3313,0okpVmLRz73Bu45QMxLZ2x,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:405077,REF FUND.,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.159999999999998,,,,,,,True,,,0.2,,,,,,,,,,0.8,,,,,False,,2.39999999999999,False,,,,2.99999999999999,,,2.39999999999999,,,M.H.A 200 mm,,,0.480000000000004,,5.23,,,0.479999999999998,
36,3372,0okpVmLRz73Bu45QMxLZ0o,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:405212,REF FUND.,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.159999999999998,,,,,,,True,,,0.2,,,,,,,,,,0.8,,,,,False,,2.39999999999999,False,,,,2.99999999999999,,,2.39999999999999,,,M.H.A 200 mm,,,0.479999999999993,,5.23,,,0.479999999999998,
37,3431,0okpVmLRz73Bu45QMxLYvn,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:405663,REF FUND.,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.16,,,,,,,True,,,0.2,,,,,,,,,,0.800000000000001,,,,,False,,2.39999999999998,False,,,,2.99999999999999,,,2.39999999999998,,,M.H.A 200 mm,,,0.479999999999997,,5.23,,,0.479999999999997,
38,3490,0okpVmLRz73Bu45QMxLYyT,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:406003,REF FUND.,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.159999999999998,,,,,,,True,,,0.2,,,,,,,,,,0.8,,,,,False,,2.39999999999999,False,,,,2.99999999999999,,,2.39999999999999,,,M.H.A 200 mm,,,0.479999999999998,,5.23,,,0.479999999999998,
39,3549,0okpVmLRz73Bu45QMxLYmu,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 600 mm:406230,REF FUND.,Muro básico:M.H.A 600 mm,M.H.A 600 mm,,,,,,,,M.H.A 600 mm,,,,0.576,,,,,,,True,,,0.6,,,,,,,,,,0.960000000000001,,,,,False,,2.87999999999999,False,,,,2.99999999999999,,,2.87999999999999,,,M.H.A 600 mm,,,1.72799999999999,,1.74333333333333,,,1.72799999999999,
40,3608,0okpVmLRz73Bu45QMxLYsF,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:406369,REF FUND.,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.263328046875104,,,,,,,True,,,0.3,,,,,,,,,,0.877760156250342,,,,,False,,2.63328046875102,False,,,,2.99999999999999,,,2.63328046875102,,,M.H.A 300 mm,,,0.789984140625302,,3.48666666666667,,,0.789984140625305,
41,3667,0okpVmLRz73Bu45QMxLYe2,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 250 mm:406764,REF FUND.,Muro básico:M.H.A 250 mm,M.H.A 250 mm,,,,,,,,M.H.A 250 mm,,,,0.32,,,,,,,True,,,0.25,,,,,,,,,,1.28,,,,,False,,3.84,False,,,,2.99999999999999,,,3.84,,,M.H.A 250 mm,,,0.959999999999997,,4.184,,,0.959999999999999,
42,3726,0okpVmLRz73Bu45QMxLYaP,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:407543,REF FUND.,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.215999999545051,,,,,,,True,,,0.2,,,,,,,,,,1.07999999772526,,,,,False,,3.23999999317576,False,,,,2.99999999999999,,,3.23999999317576,,,M.H.A 200 mm,,,0.647999998635152,,5.23,,,0.647999998635152,
43,3785,0okpVmLRz73Bu45QMxLYGc,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:408264,REF FUND.,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.483999999999993,,,,,,,True,,,0.2,,,,,,,,,,2.41999999999999,,,,,False,,10.6479999999999,False,,,,4.39999999999999,,,10.6479999999999,,,M.H.A 200 mm,,,2.12959999999999,,5.23,,,2.12959999999999,
44,3844,0okpVmLRz73Bu45QMxLYLf,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:408455,REF FUND.,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.0999999999999994,,,,,,,True,,,0.2,,,,,,,,,,0.499999999999997,,,,,False,,2.19999999999998,False,,,,4.39999999999999,,,2.19999999999998,,,M.H.A 200 mm,,,0.439999999999996,,5.23,,,0.439999999999996,
45,3903,0okpVmLRz73Bu45QMxLYB2,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:408620,REF FUND.,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.443999999999993,,,,,,,True,,,0.2,,,,,,,,,,2.21999999999999,,,,,False,,9.76799999999994,False,,,,4.39999999999999,,,9.76799999999994,,,M.H.A 200 mm,,,1.95359999999997,,5.23,,,1.95359999999999,
46,3962,0okpVmLRz73Bu45QMxLYDA,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 250 mm:408996,REF FUND.,Muro básico:M.H.A 250 mm,M.H.A 250 mm,,,,,,,,M.H.A 250 mm,,,,0.1575,,,,,,,True,,,0.25,,,,,,,,,,0.630000000000001,,,,,False,,2.77199999999999,False,,,,4.39999999999999,,,2.77199999999999,,,M.H.A 250 mm,,,0.692999999999998,,4.184,,,0.692999999999998,
47,4021,0okpVmLRz73Bu45QMxLY2Z,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 250 mm:409165,REF FUND.,Muro básico:M.H.A 250 mm,M.H.A 250 mm,,,,,,,,M.H.A 250 mm,,,,0.210000000000028,,,,,,,True,,,0.25,,,,,,,,,,0.840000000000098,,,,,False,,3.69600000000042,False,,,,4.39999999999999,,,3.69600000000042,,,M.H.A 250 mm,,,0.924000000000104,,4.184,,,0.924000000000106,
48,4080,0okpVmLRz73Bu45QMxLb_d,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 400 mm:409929,REF FUND.,Muro básico:M.H.A 400 mm,M.H.A 400 mm,,,,,,,,M.H.A 400 mm,,,,1.38801401776308,,,,,,,True,,,0.4,,,,,,,,,,3.47003504440765,,,,,False,,15.2681541953936,False,,,,4.39999999999999,,,15.2681541953936,,,M.H.A 400 mm,,,6.10726167815745,,2.615,,,6.10726167815745,
49,4139,0okpVmLRz73Bu45QMxLbnm,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:410270,REF FUND.,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.197999999999994,,,,,,,True,,,0.3,,,,,,,,,,0.659999999999981,,,,,False,,2.9039999999999,False,,,,4.39999999999999,,,2.9039999999999,,,M.H.A 300 mm,,,0.871199999999971,,3.48666666666667,,,0.871199999999971,
50,4198,0okpVmLRz73Bu45QMxLbrc,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:410504,REF FUND.,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.6315,,,,,,,True,,,0.3,,,,,,,,,,2.105,,,,,False,,9.26199999999997,False,,,,4.39999999999999,,,9.26199999999997,,,M.H.A 300 mm,,,2.77859999999999,,3.48666666666667,,,2.77859999999999,
51,4257,0okpVmLRz73Bu45QMxLbcz,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 600 mm:411475,REF FUND.,Muro básico:M.H.A 600 mm,M.H.A 600 mm,,,,,,,,M.H.A 600 mm,,,,0.576000000000004,,,,,,,True,,,0.6,,,,,,,,,,0.960000000000009,,,,,False,,4.22400000000002,False,,,,4.39999999999999,,,4.22400000000002,,,M.H.A 600 mm,,,2.53440000000001,,1.74333333333333,,,2.53440000000001,
52,4316,0okpVmLRz73Bu45QMxLbP2,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:411820,REF FUND.,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.270000000000002,,,,,,,True,,,0.3,,,,,,,,,,0.900000000000002,,,,,False,,3.96,False,,,,4.39999999999999,,,3.96,,,M.H.A 300 mm,,,1.188,,3.48666666666667,,,1.188,
