,ExpressId,GlobalId,Class,PredefinedType,Name,Level,Type,Pset_ReinforcementBarPitchOfWall.Reference,Pset_StairFlightCommon.NumberOfTreads,Pset_StairCommon.Reference,Pset_StairCommon.NumberOfRiser,Pset_ColumnCommon.LoadBearing,Pset_ReinforcementBarCountOfIndependentFooting.Reference,Pset_BeamCommon.Reference,Pset_RoofCommon.IsExternal,Pset_WallCommon.Reference,Pset_ReinforcementBarPitchOfContinuousFooting.Reference,Pset_StairCommon.NumberOfTreads,Pset_RoofCommon.Reference,BaseQuantities.GrossFootprintArea,Pset_StairFlightCommon.TreadLengthAtOffset,BaseQuantities.CrossSectionArea,Pset_SlabCommon.IsExternal,Pset_StairFlightCommon.TreadLength,Pset_StairCommon.RiserHeight,Pset_RoofCommon.TotalArea,Pset_WallCommon.LoadBearing,BaseQuantities.NetSurfaceArea,BaseQuantities.GrossArea,BaseQuantities.Width,Pset_SlabCommon.ThermalTransmittance,Pset_StairFlightCommon.WalkingLineOffset,Pset_StairFlightCommon.NumberOfRiser,Pset_BeamCommon.Span,Pset_RoofCommon.ProjectedArea,Pset_SlabCommon.Reference,Pset_BeamCommon.LoadBearing,Pset_BeamCommon.Slope,Pset_StairFlightCommon.RiserHeight,BaseQuantities.Length,Pset_ColumnCommon.Slope,BaseQuantities.Perimeter,Pset_StairFlightCommon.Reference,Pset_StairFlightCommon.NosingLength,Pset_WallCommon.IsExternal,Pset_ColumnCommon.Reference,BaseQuantities.NetSideArea,Pset_WallCommon.ExtendToStructure,Pset_BeamCommon.IsExternal,Pset_StairFlightCommon.TreadLengthAtInnerSide,Pset_StairCommon.TreadLength,BaseQuantities.Height,Pset_ReinforcementBarPitchOfColumn.Reference,BaseQuantities.GrossSurfaceArea,BaseQuantities.GrossSideArea,Pset_ReinforcementBarPitchOfBeam.Reference,Pset_StairCommon.IsExternal,Pset_QuantityTakeOff.Reference,BaseQuantities.NetArea,Pset_SlabCommon.PitchAngle,BaseQuantities.NetVolume,Pset_ReinforcementBarPitchOfSlab.Reference,Pset_WallCommon.ThermalTransmittance,BaseQuantities.OuterSurfaceArea,Pset_SlabCommon.LoadBearing,BaseQuantities.GrossVolume,Pset_ColumnCommon.IsExternal
1550,159390,04ANaG3In1JQ9NmG6PbImI,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1721885,Nivel 12,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.507207792634323,,,,,,,True,,,0.3,,,,,,,,,,1.69069264211441,,,,,False,,4.22673160528603,False,,,,2.5,,,4.22673160528603,,,M.H.A 300 mm,,,1.26801948158581,,3.48666666666667,,,1.26801948158581,
1551,159449,04ANaG3In1JQ9NmG6PbImk,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1721889,Nivel 13,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.47720779263432,,,,,,,True,,,0.3,,,,,,,,,,1.5906926421144,,,,,False,,3.976731605286,False,,,,2.5,,,3.976731605286,,,M.H.A 300 mm,,,1.1930194815858,,3.48666666666667,,,1.1930194815858,
1552,159508,04ANaG3In1JQ9NmG6PbImg,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1721893,Nivel 14,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.507000000000002,,,,,,,True,,,0.3,,,,,,,,,,1.69000000000001,,,,,False,,4.22500000000002,False,,,,2.5,,,4.22500000000002,,,M.H.A 300 mm,,,1.26750000000001,,3.48666666666667,,,1.26750000000001,
1553,159567,04ANaG3In1JQ9NmG6PbInC,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1721923,Nivel 15,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.507000000000002,,,,,,,True,,,0.3,,,,,,,,,,1.69000000000001,,,,,False,,4.22500000000002,False,,,,2.5,,,4.22500000000002,,,M.H.A 300 mm,,,1.26750000000001,,3.48666666666667,,,1.26750000000001,
1554,159626,04ANaG3In1JQ9NmG6PbIn8,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1721927,Nivel 16,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.45,,,,,,,True,,,0.3,,,,,,,,,,1.5,,,,,False,,3.75,False,,,,2.5,,,3.75,,,M.H.A 300 mm,,,1.125,,3.48666666666667,,,1.125,
1555,159685,04ANaG3In1JQ9NmG6PbIn4,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1721931,Nivel 17,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.45,,,,,,,True,,,0.3,,,,,,,,,,1.5,,,,,False,,3.75,False,,,,2.5,,,3.75,,,M.H.A 300 mm,,,1.125,,3.48666666666667,,,1.125,
1556,159744,04ANaG3In1JQ9NmG6PbInc,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1721961,Nivel 18,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.507000000000002,,,,,,,True,,,0.3,,,,,,,,,,1.69000000000001,,,,,False,,4.22500000000002,False,,,,2.5,,,4.22500000000002,,,M.H.A 300 mm,,,1.26750000000001,,3.48666666666667,,,1.2675,
1557,159803,04ANaG3In1JQ9NmG6PbInY,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1721965,Nivel 19,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.45,,,,,,,True,,,0.3,,,,,,,,,,1.5,,,,,False,,3.75,False,,,,2.5,,,3.75,,,M.H.A 300 mm,,,1.125,,3.48666666666667,,,1.125,
1558,159862,04ANaG3In1JQ9NmG6PbIn_,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1721969,Nivel 20,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.447000000000002,,,,,,,True,,,0.3,,,,,,,,,,1.49000000000001,,,,,False,,3.72500000000002,False,,,,2.5,,,3.72500000000002,,,M.H.A 300 mm,,,1.1175,,3.48666666666667,,,1.1175,
1559,159921,04ANaG3In1JQ9NmG6PbIo0,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1721999,Nivel 21,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.447000000000001,,,,,,,True,,,0.3,,,,,,,,,,1.49,,,,,False,,4.61900000025795,False,,,,3.10000000017311,,,4.61900000025795,,,M.H.A 300 mm,,,1.38570000007738,,3.48666666666667,,,1.38570000007738,
1560,159980,04ANaG3In1JQ9NmG6PbIqj,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 400 mm:1722146,Nivel 3,Muro básico:M.H.A 400 mm,M.H.A 400 mm,,,,,,,,M.H.A 400 mm,,,,1.108,,,,,,,True,,,0.4,,,,,,,,,,2.77,,,,,False,,5.14,False,,,,2.5,,,6.925,,,M.H.A 400 mm,,,2.056,,2.615,,,2.77,
1561,160079,04ANaG3In1JQ9NmG6PbIqZ,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 400 mm:1722156,Nivel 4,Muro básico:M.H.A 400 mm,M.H.A 400 mm,,,,,,,,M.H.A 400 mm,,,,1.108,,,,,,,True,,,0.4,,,,,,,,,,2.77,,,,,False,,5.14000000000001,False,,,,2.5,,,6.925,,,M.H.A 400 mm,,,2.056,,2.615,,,2.77,
1562,160178,2P80Ytknj2jOvM8GLdPrOV,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 400 mm:1724635,Nivel 3,Muro básico:M.H.A 400 mm,M.H.A 400 mm,,,,,,,,M.H.A 400 mm,,,,1.204,,,,,,,True,,,0.4,,,,,,,,,,3.01,,,,,False,,5.74000000000001,False,,,,2.5,,,7.52500000000001,,,M.H.A 400 mm,,,2.296,,2.615,,,3.01,
1563,160277,2P80Ytknj2jOvM8GLdPrOP,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:1724637,Nivel 3,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.0859999999999989,,,,,,,True,,,0.2,,,,,,,,,,0.429999999999995,,,,,False,,1.07499999999999,False,,,,2.5,,,1.07499999999999,,,M.H.A 200 mm,,,0.214999999999997,,5.23,,,0.214999999999997,
1564,160336,2P80Ytknj2jOvM8GLdPrOR,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724639,Nivel 3,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.435000000000001,,,,,,,True,,,0.3,,,,,,,,,,1.45,,,,,False,,3.62500000000001,False,,,,2.5,,,3.62500000000001,,,M.H.A 300 mm,,,1.0875,,3.48666666666667,,,1.0875,
1565,160395,2P80Ytknj2jOvM8GLdPrOt,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 400 mm:1724659,Nivel 4,Muro básico:M.H.A 400 mm,M.H.A 400 mm,,,,,,,,M.H.A 400 mm,,,,1.20400000000001,,,,,,,True,,,0.4,,,,,,,,,,3.01000000000003,,,,,False,,5.73999999999986,False,,,,2.5,,,7.52500000000008,,,M.H.A 400 mm,,,2.29599999999994,,2.615,,,3.01000000000003,
1566,160494,2P80Ytknj2jOvM8GLdPrOn,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:1724661,Nivel 4,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.0859999999999989,,,,,,,True,,,0.2,,,,,,,,,,0.429999999999995,,,,,False,,1.07499999999999,False,,,,2.5,,,1.07499999999999,,,M.H.A 200 mm,,,0.214999999999997,,5.23,,,0.214999999999998,
1567,160553,2P80Ytknj2jOvM8GLdPrOp,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724663,Nivel 4,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.435,,,,,,,True,,,0.3,,,,,,,,,,1.45,,,,,False,,3.62500000000001,False,,,,2.5,,,3.62500000000001,,,M.H.A 300 mm,,,1.0875,,3.48666666666667,,,1.0875,
1568,160612,2P80Ytknj2jOvM8GLdPrVD,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 400 mm:1724681,Nivel 5,Muro básico:M.H.A 400 mm,M.H.A 400 mm,,,,,,,,M.H.A 400 mm,,,,1.204,,,,,,,True,,,0.4,,,,,,,,,,3.01,,,,,False,,5.72722215424371,False,,,,2.5,,,7.52500000000001,,,M.H.A 400 mm,,,2.29088886169748,,2.615,,,3.01000000000001,
1569,160711,2P80Ytknj2jOvM8GLdPrVF,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:1724683,Nivel 5,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.0859999999999989,,,,,,,True,,,0.2,,,,,,,,,,0.429999999999994,,,,,False,,1.07499999999999,False,,,,2.5,,,1.07499999999999,,,M.H.A 200 mm,,,0.214999999999997,,5.23,,,0.214999999999997,
1570,160770,2P80Ytknj2jOvM8GLdPrV9,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724685,Nivel 5,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.435,,,,,,,True,,,0.3,,,,,,,,,,1.45,,,,,False,,3.625,False,,,,2.5,,,3.625,,,M.H.A 300 mm,,,1.0875,,3.48666666666667,,,1.0875,
1571,160829,2P80Ytknj2jOvM8GLdPrVd,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724707,Nivel 6,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.492125908843669,,,,,,,True,,,0.3,,,,,,,,,,1.64041969614556,,,,,False,,4.10104924036391,False,,,,2.5,,,4.10104924036391,,,M.H.A 300 mm,,,1.23031477210917,,3.48666666666667,,,1.23031477210917,
1572,160888,2P80Ytknj2jOvM8GLdPrUQ,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724766,Nivel 7,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.495,,,,,,,True,,,0.3,,,,,,,,,,1.65,,,,,False,,4.12500000000001,False,,,,2.5,,,4.12500000000001,,,M.H.A 300 mm,,,1.2375,,3.48666666666667,,,1.2375,
1573,160947,2P80Ytknj2jOvM8GLdPrUW,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724772,Nivel 8,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.435207792634316,,,,,,,True,,,0.3,,,,,,,,,,1.45069264211439,,,,,False,,3.62673160528597,False,,,,2.5,,,3.62673160528597,,,M.H.A 300 mm,,,1.08801948158579,,3.48666666666667,,,1.08801948158579,
1574,161006,2P80Ytknj2jOvM8GLdPrUk,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724778,Nivel 9,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.435,,,,,,,True,,,0.3,,,,,,,,,,1.45,,,,,False,,3.62500000000001,False,,,,2.5,,,3.62500000000001,,,M.H.A 300 mm,,,1.0875,,3.48666666666667,,,1.0875,
1575,161065,2P80Ytknj2jOvM8GLdPrUq,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724784,Nivel 10,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.435207792634291,,,,,,,True,,,0.3,,,,,,,,,,1.4506926421143,,,,,False,,3.62673160528576,False,,,,2.5,,,3.62673160528576,,,M.H.A 300 mm,,,1.08801948158573,,3.48666666666667,,,1.08801948158573,
1576,161124,2P80Ytknj2jOvM8GLdPrTZ,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724839,Nivel 11,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.495207792634312,,,,,,,True,,,0.3,,,,,,,,,,1.65069264211437,,,,,False,,4.12673160528594,False,,,,2.5,,,4.12673160528594,,,M.H.A 300 mm,,,1.23801948158578,,3.48666666666667,,,1.23801948158578,
1577,161183,2P80Ytknj2jOvM8GLdPrTf,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724845,Nivel 12,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.495000000000002,,,,,,,True,,,0.3,,,,,,,,,,1.65000000000001,,,,,False,,4.12500000000002,False,,,,2.5,,,4.12500000000002,,,M.H.A 300 mm,,,1.23750000000001,,3.48666666666667,,,1.23750000000001,
1578,161242,2P80Ytknj2jOvM8GLdPrTt,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724851,Nivel 13,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.465,,,,,,,True,,,0.3,,,,,,,,,,1.55,,,,,False,,3.875,False,,,,2.5,,,3.875,,,M.H.A 300 mm,,,1.1625,,3.48666666666667,,,1.1625,
1579,161301,2P80Ytknj2jOvM8GLdPrTz,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724857,Nivel 14,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.495000000000001,,,,,,,True,,,0.3,,,,,,,,,,1.65,,,,,False,,4.12500000000001,False,,,,2.5,,,4.12500000000001,,,M.H.A 300 mm,,,1.2375,,3.48666666666667,,,1.2375,
1580,161360,2P80Ytknj2jOvM8GLdPrSq,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724912,Nivel 15,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.495,,,,,,,True,,,0.3,,,,,,,,,,1.65,,,,,False,,4.125,False,,,,2.5,,,4.12500000000001,,,M.H.A 300 mm,,,1.2375,,3.48666666666667,,,1.2375,
1581,161419,2P80Ytknj2jOvM8GLdPrSo,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724918,Nivel 16,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.465,,,,,,,True,,,0.3,,,,,,,,,,1.55,,,,,False,,3.875,False,,,,2.5,,,3.875,,,M.H.A 300 mm,,,1.1625,,3.48666666666667,,,1.1625,
1582,161478,2P80Ytknj2jOvM8GLdPrSu,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724924,Nivel 17,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.465,,,,,,,True,,,0.3,,,,,,,,,,1.55,,,,,False,,3.875,False,,,,2.5,,,3.875,,,M.H.A 300 mm,,,1.1625,,3.48666666666667,,,1.1625,
1583,161537,2P80Ytknj2jOvM8GLdPrJ6,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724930,Nivel 18,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.494999999999991,,,,,,,True,,,0.3,,,,,,,,,,1.64999999999997,,,,,False,,4.12499999999993,False,,,,2.5,,,4.12499999999993,,,M.H.A 300 mm,,,1.23749999999998,,3.48666666666667,,,1.23749999999998,
1584,161596,2P80Ytknj2jOvM8GLdPrJz,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724985,Nivel 19,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.492207792634311,,,,,,,True,,,0.3,,,,,,,,,,1.64069264211437,,,,,False,,4.10173160528593,False,,,,2.5,,,4.10173160528593,,,M.H.A 300 mm,,,1.23051948158578,,3.48666666666667,,,1.23051948158578,
1585,161655,2P80Ytknj2jOvM8GLdPrJx,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724991,Nivel 20,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.49499999999999,,,,,,,True,,,0.3,,,,,,,,,,1.64999999999997,,,,,False,,4.12499999999992,False,,,,2.5,,,4.12499999999992,,,M.H.A 300 mm,,,1.23749999999998,,3.48666666666667,,,1.23749999999998,
1586,161714,2P80Ytknj2jOvM8GLdPrI1,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1724997,Nivel 21,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.435000000000027,,,,,,,True,,,0.3,,,,,,,,,,1.45000000000009,,,,,False,,4.49500000000032,False,,,,3.10000000000002,,,4.49500000000032,,,M.H.A 300 mm,,,1.3485000000001,,3.48666666666667,,,1.3485000000001,
1587,161773,2P80Ytknj2jOvM8GLdPrBS,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1725464,Nivel 3,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.435000000000002,,,,,,,True,,,0.3,,,,,,,,,,1.45,,,,,False,,3.62500000000034,False,,,,2.50000000000023,,,3.62500000000034,,,M.H.A 300 mm,,,1.0875000000001,,3.48666666666667,,,1.0875000000001,
1588,161832,2P80Ytknj2jOvM8GLdPrBO,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:1725468,Nivel 3,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.166000000000002,,,,,,,True,,,0.2,,,,,,,,,,0.830000000000011,,,,,False,,2.07500000000027,False,,,,2.50000000000029,,,2.07500000000027,,,M.H.A 200 mm,,,0.415000000000053,,5.23,,,0.415000000000053,
1589,161891,2P80Ytknj2jOvM8GLdPrB_,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1725498,Nivel 4,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.435000000000002,,,,,,,True,,,0.3,,,,,,,,,,1.45,,,,,False,,3.62500000000033,False,,,,2.50000000000023,,,3.62500000000033,,,M.H.A 300 mm,,,1.0875000000001,,3.48666666666667,,,1.0875000000001,
1590,161950,2P80Ytknj2jOvM8GLdPrBw,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:1725502,Nivel 4,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.166000000000002,,,,,,,True,,,0.2,,,,,,,,,,0.830000000000011,,,,,False,,2.07500000000027,False,,,,2.50000000000029,,,2.07500000000027,,,M.H.A 200 mm,,,0.415000000000053,,5.23,,,0.415000000000053,
1591,162009,2P80Ytknj2jOvM8GLdPrAI,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1725526,Nivel 5,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.435000000000002,,,,,,,True,,,0.3,,,,,,,,,,1.45,,,,,False,,3.62500000000033,False,,,,2.50000000000023,,,3.62500000000033,,,M.H.A 300 mm,,,1.0875000000001,,3.48666666666667,,,1.0875000000001,
1592,162068,2P80Ytknj2jOvM8GLdPrAU,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:1725530,Nivel 5,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.165990072518869,,,,,,,True,,,0.2,,,,,,,,,,0.829950362594344,,,,,False,,2.0748759064861,False,,,,2.50000000000029,,,2.0748759064861,,,M.H.A 200 mm,,,0.41497518129722,,5.23,,,0.41497518129722,
1593,162127,2P80Ytknj2jOvM8GLdPrAs,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1725554,Nivel 6,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.435479512653194,,,,,,,True,,,0.3,,,,,,,,,,1.45159837551064,,,,,False,,3.62899593877693,False,,,,2.50000000000023,,,3.62899593877693,,,M.H.A 300 mm,,,1.08869878163308,,3.48666666666667,,,1.08869878163308,
1594,162186,2P80Ytknj2jOvM8GLdPrAo,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:1725558,Nivel 6,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.166000000000002,,,,,,,True,,,0.2,,,,,,,,,,0.830000000000011,,,,,False,,2.07500000000027,False,,,,2.50000000000029,,,2.07500000000027,,,M.H.A 200 mm,,,0.415000000000053,,5.23,,,0.415000000000053,
1595,162245,2P80Ytknj2jOvM8GLdPr9A,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1725582,Nivel 7,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.435000000000002,,,,,,,True,,,0.3,,,,,,,,,,1.45,,,,,False,,3.62500000000033,False,,,,2.50000000000023,,,3.62500000000033,,,M.H.A 300 mm,,,1.0875000000001,,3.48666666666667,,,1.0875000000001,
1596,162304,2P80Ytknj2jOvM8GLdPr9M,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:1725586,Nivel 7,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.146,,,,,,,True,,,0.2,,,,,,,,,,0.729999999999999,,,,,False,,1.82500000000021,False,,,,2.50000000000029,,,1.82500000000021,,,M.H.A 200 mm,,,0.365000000000041,,5.23,,,0.365000000000042,
1597,162363,2P80Ytknj2jOvM8GLdPr9k,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1725610,Nivel 8,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.435000000000002,,,,,,,True,,,0.3,,,,,,,,,,1.45,,,,,False,,3.62500000000033,False,,,,2.50000000000023,,,3.62500000000033,,,M.H.A 300 mm,,,1.0875000000001,,3.48666666666667,,,1.0875000000001,
1598,162422,2P80Ytknj2jOvM8GLdPr9g,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:1725614,Nivel 8,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.146000000000002,,,,,,,True,,,0.2,,,,,,,,,,0.730000000000012,,,,,False,,1.82500000000024,False,,,,2.50000000000029,,,1.82500000000024,,,M.H.A 200 mm,,,0.365000000000047,,5.23,,,0.365000000000048,
1599,162481,2P80Ytknj2jOvM8GLdPr82,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1725638,Nivel 9,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.435000000000002,,,,,,,True,,,0.3,,,,,,,,,,1.45,,,,,False,,3.62500000000033,False,,,,2.50000000000023,,,3.62500000000033,,,M.H.A 300 mm,,,1.0875000000001,,3.48666666666667,,,1.0875000000001,
1600,162540,2P80Ytknj2jOvM8GLdPr8E,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:1725642,Nivel 9,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.146000000000002,,,,,,,True,,,0.2,,,,,,,,,,0.730000000000012,,,,,False,,1.82500000000024,False,,,,2.50000000000029,,,1.82500000000024,,,M.H.A 200 mm,,,0.365000000000047,,5.23,,,0.365000000000048,
1601,162599,2P80Ytknj2jOvM8GLdPr8c,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 400 mm:1725666,Nivel 10,Muro básico:M.H.A 400 mm,M.H.A 400 mm,,,,,,,,M.H.A 400 mm,,,,0.539999999999994,,,,,,,True,,,0.4,,,,,,,,,,1.35,,,,,False,,3.37500000000031,False,,,,2.50000000000023,,,3.37500000000031,,,M.H.A 400 mm,,,1.35000000000012,,2.615,,,1.35000000000012,
1602,162658,2P80Ytknj2jOvM8GLdPr8Y,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1725670,Nivel 10,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.249000000000003,,,,,,,True,,,0.3,,,,,,,,,,0.830000000000012,,,,,False,,2.07500000000027,False,,,,2.50000000000029,,,2.07500000000027,,,M.H.A 300 mm,,,0.622500000000078,,3.48666666666667,,,0.62250000000008,
1603,162717,2P80Ytknj2jOvM8GLdPr8w,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 300 mm:1725694,Nivel 11,Muro básico:M.H.A 300 mm,M.H.A 300 mm,,,,,,,,M.H.A 300 mm,,,,0.43500000003881,,,,,,,True,,,0.3,,,,,,,,,,1.45000000012936,,,,,False,,3.62500000032373,False,,,,2.50000000000023,,,3.62500000032373,,,M.H.A 300 mm,,,1.08750000009712,,3.48666666666667,,,1.08750000009712,
1604,162776,2P80Ytknj2jOvM8GLdPrF6,IfcWallStandardCase,STANDARD,Muro básico:M.H.A 200 mm:1725698,Nivel 11,Muro básico:M.H.A 200 mm,M.H.A 200 mm,,,,,,,,M.H.A 200 mm,,,,0.146000000000002,,,,,,,True,,,0.2,,,,,,,,,,0.730000000000012,,,,,False,,1.82500000000024,False,,,,2.50000000000029,,,1.82500000000024,,,M.H.A 200 mm,,,0.365000000000047,,5.23,,,0.365000000000048,
